283.732,96.913,-88.921,274.636,356.465,0.442,359.407,4.916,0.269,359.407,4.916,0.269,350.924,356.584,0.344,7.513,4.680,269.328,354.476,347.753,359.237,358.894,12.289,92.695,2.456,350.112,1.853,2.456,350.112,1.853,7.980,1.076,353.892,4.047,355.337,91.039,0.331,352.992,0.983,1.364,10.327,266.289,342.865,358.580,356.295,357.024,6.339,356.585,3.181,355.931,3.577,8.100,346.685,358.263,330.296,27.749,340.340,3.823,353.956,15.825
283.732,96.913,-88.921,274.636,356.465,0.442,359.407,4.916,0.269,359.407,4.916,0.269,350.924,356.584,0.344,7.513,4.680,269.328,354.476,347.753,359.237,358.894,12.289,92.695,2.456,350.112,1.853,2.456,350.112,1.853,7.980,1.076,353.892,4.047,355.337,91.039,0.331,352.992,0.983,1.364,10.327,266.289,342.865,358.580,356.295,357.024,6.339,356.585,3.181,355.931,3.577,8.100,346.685,358.263,330.296,27.749,340.340,3.823,353.956,15.825
283.690,96.913,-88.710,274.506,356.213,0.773,359.346,5.141,0.034,359.346,5.141,0.034,350.848,356.400,0.424,7.481,4.876,269.595,354.526,347.690,359.174,358.800,12.038,92.749,2.537,349.975,1.865,2.537,349.975,1.865,7.727,1.169,353.665,4.426,354.901,91.285,0.380,352.809,1.015,1.434,10.250,266.195,342.906,358.855,355.923,357.011,6.096,356.452,3.322,355.853,3.516,7.849,345.744,358.155,328.538,29.111,338.254,2.721,355.507,15.859
283.680,96.757,-88.441,274.322,355.518,1.442,359.089,5.741,359.594,359.089,5.741,359.594,350.834,356.004,0.498,7.208,5.047,270.143,355.151,347.553,359.152,358.605,11.378,92.875,2.817,349.698,1.840,2.817,349.698,1.840,7.783,1.064,353.357,4.675,354.338,91.596,0.732,352.282,1.221,1.653,9.929,265.939,343.009,359.647,355.084,357.069,5.553,356.236,3.389,355.828,3.521,6.367,344.105,358.170,324.712,31.706,333.344,4.144,355.296,15.904
283.451,96.760,-88.071,274.324,355.091,1.563,358.418,6.477,359.535,358.418,6.477,359.535,351.326,355.181,0.266,5.867,4.863,270.930,357.685,346.765,359.271,358.085,10.305,92.708,3.484,349.152,1.503,3.484,349.152,1.503,8.424,0.626,352.706,4.648,354.061,92.066,1.690,351.960,1.498,1.825,9.659,265.925,343.219,0.556,354.721,357.088,4.854,356.070,3.120,355.970,3.799,3.771,341.854,359.265,324.829,34.674,330.841,4.736,355.274,15.020
282.908,96.849,-87.971,274.818,355.038,0.979,357.859,6.657,359.775,357.859,6.657,359.775,351.186,355.110,0.265,5.307,4.372,271.293,0.303,345.760,359.150,359.875,9.795,92.987,3.833,349.140,1.107,3.833,349.140,1.107,8.361,0.630,352.649,4.924,354.268,92.268,2.830,351.496,1.919,2.139,9.721,266.452,343.447,1.143,354.980,356.444,4.727,356.225,3.037,356.041,4.125,1.008,338.891,1.022,328.521,37.488,332.711,3.803,356.283,13.315
282.048,96.954,-87.864,275.882,354.893,0.043,356.886,6.893,0.141,356.886,6.893,0.141,351.442,354.836,0.901,4.337,3.956,271.035,4.298,343.697,358.654,0.593,9.361,92.496,4.292,349.280,0.957,4.292,349.280,0.957,8.620,0.556,352.774,4.036,355.247,92.374,4.565,352.088,2.561,2.065,9.935,266.778,343.025,1.673,355.422,356.257,5.554,356.456,2.665,355.616,4.668,0.586,337.036,3.123,328.620,35.459,334.354,3.030,357.751,11.700
281.041,96.922,-87.899,276.642,354.586,359.576,356.304,7.342,0.266,356.304,7.342,0.266,350.986,354.415,1.844,4.387,4.045,270.519,5.127,342.720,358.465,2.704,9.035,91.552,4.487,349.128,1.005,4.487,349.128,1.005,8.377,0.343,352.983,3.349,355.764,92.211,5.328,352.659,2.964,2.155,9.690,267.571,342.952,2.194,355.487,355.896,6.261,356.613,2.465,355.480,5.349,2.743,336.131,4.044,326.317,29.519,335.531,3.046,358.735,11.454
280.076,96.916,-88.029,277.702,354.036,359.278,355.489,8.206,0.143,355.489,8.206,0.143,350.859,353.612,2.866,3.600,4.240,270.674,5.181,341.600,358.055,3.649,9.191,89.991,4.754,348.519,1.213,4.754,348.519,1.213,8.497,359.596,353.233,2.426,356.288,92.039,5.439,352.257,3.536,2.534,10.133,267.957,342.546,2.991,355.495,355.625,7.015,356.540,2.154,354.999,5.900,4.431,336.054,4.504,325.575,24.434,337.334,2.776,359.616,11.422
278.573,96.853,-88.160,279.054,353.715,359.060,354.733,8.894,359.961,354.733,8.894,359.961,350.473,353.142,3.986,2.600,4.085,271.194,4.268,341.377,358.296,4.610,8.946,87.458,4.791,347.825,1.578,4.791,347.825,1.578,8.269,359.382,353.495,0.715,357.188,91.887,5.540,352.043,4.169,2.377,9.683,267.875,342.483,3.919,355.471,355.129,7.746,356.495,1.569,354.184,6.468,6.732,335.795,4.654,329.718,17.321,342.534,1.625,2.936,11.014
277.104,96.821,-88.138,280.054,353.709,358.858,354.439,9.137,359.912,354.439,9.137,359.912,350.273,352.896,4.560,1.859,3.870,271.804,3.254,341.593,358.480,4.298,8.545,86.797,4.584,347.469,1.786,4.584,347.469,1.786,8.022,359.418,353.799,359.565,357.834,91.655,4.573,352.372,4.136,2.895,9.225,267.579,342.812,4.879,355.558,354.409,7.887,356.474,1.000,353.395,6.793,8.831,335.349,4.047,332.254,14.104,345.428,2.423,5.796,10.495
275.492,96.707,-88.016,280.790,353.901,358.525,354.338,9.167,0.111,354.338,9.167,0.111,350.569,352.853,4.783,1.473,3.042,272.561,1.835,342.132,358.781,4.409,7.626,87.075,4.385,347.344,1.808,4.385,347.344,1.808,8.051,359.749,353.863,358.287,359.027,91.179,4.289,353.101,4.099,3.100,9.109,267.081,342.972,5.541,355.803,354.221,8.527,356.330,0.308,352.265,7.282,9.831,334.659,3.561,335.963,11.550,348.103,5.178,7.496,10.507
273.154,96.530,-87.690,281.712,354.014,358.105,354.251,9.363,0.500,354.251,9.363,0.500,350.824,352.504,4.967,1.710,1.929,272.901,359.959,342.556,358.831,2.825,5.712,89.984,4.145,347.224,1.695,4.145,347.224,1.695,8.048,359.647,353.617,357.318,0.745,90.641,3.563,353.381,3.879,2.036,9.630,266.135,343.732,6.939,355.893,353.278,8.837,356.467,359.378,350.953,7.868,10.230,333.829,3.067,339.746,8.073,350.451,4.916,10.629,11.235
271.527,96.339,-87.359,282.390,353.832,357.862,354.078,9.654,0.721,354.078,9.654,0.721,351.138,352.143,5.103,2.104,0.933,273.069,357.723,343.243,358.968,2.890,5.358,91.530,4.131,347.088,1.644,4.131,347.088,1.644,8.345,359.654,353.335,356.526,1.883,90.306,2.212,353.268,3.572,2.477,9.828,266.240,344.155,7.829,355.796,353.113,10.300,356.635,358.153,349.038,8.290,10.391,333.767,2.817,339.243,6.619,350.861,5.615,11.905,11.227
269.345,95.945,-87.171,283.361,353.401,357.516,353.707,10.182,0.926,353.707,10.182,0.926,351.369,351.533,5.314,1.672,0.345,273.128,355.860,343.503,359.109,2.339,5.049,92.328,4.178,346.750,1.638,4.178,346.750,1.638,8.464,359.479,353.013,355.606,3.106,89.908,1.756,353.344,3.570,1.580,9.606,265.721,344.152,8.825,355.648,353.372,11.921,357.033,357.044,347.123,8.678,9.856,334.183,2.925,337.915,5.764,350.717,5.198,12.824,10.311
266.380,95.468,-86.865,284.747,352.862,356.937,353.102,10.930,1.127,353.102,10.930,1.127,351.273,350.355,5.680,0.214,359.748,273.561,353.048,343.335,359.176,2.391,4.256,92.654,4.304,346.028,1.788,4.304,346.028,1.788,8.290,359.153,352.712,354.523,3.828,89.669,0.083,353.098,3.316,2.215,9.974,265.451,345.010,10.627,355.955,352.874,13.946,357.384,355.823,344.850,8.607,8.160,335.130,3.848,336.455,6.033,349.686,4.470,12.416,9.832
263.012,94.974,-86.918,285.891,352.639,356.528,352.618,11.280,1.110,352.618,11.280,1.110,350.862,349.482,6.087,359.307,359.838,273.880,351.633,343.439,359.305,1.172,4.284,92.269,4.245,345.632,2.060,4.245,345.632,2.060,7.955,359.111,352.828,353.402,4.311,89.534,359.539,353.447,3.296,1.880,9.510,264.601,345.655,12.009,356.525,353.453,15.964,357.457,354.188,344.057,7.904,7.912,335.596,4.148,335.370,6.764,348.968,3.170,12.138,9.197
259.351,94.912,-86.764,286.708,352.643,356.421,352.203,11.233,0.900,352.203,11.233,0.900,350.518,349.261,6.442,358.600,359.760,274.037,350.248,343.873,359.334,1.387,3.773,92.091,4.163,345.514,2.358,4.163,345.514,2.358,7.399,359.403,353.171,352.841,4.369,89.645,358.672,353.347,3.064,2.066,9.394,264.163,347.355,13.701,357.184,352.755,16.813,357.757,352.801,344.572,6.658,7.373,336.424,4.101,335.670,7.445,349.035,2.258,11.096,8.952
252.923,94.280,-86.251,287.313,353.177,356.379,351.999,10.382,0.561,351.999,10.382,0.561,349.623,349.770,7.051,358.350,359.538,273.411,349.764,343.795,359.330,1.420,3.700,91.289,3.826,346.118,2.762,3.826,346.118,2.762,6.476,359.900,354.372,350.821,4.905,89.879,357.662,353.426,2.481,2.094,9.425,263.649,348.505,14.865,358.155,353.034,19.590,358.077,351.206,347.661,2.703,6.139,338.946,4.821,337.261,7.289,349.858,0.468,9.637,8.809
247.675,94.106,-86.055,287.579,353.690,356.168,351.935,9.403,0.391,351.936,9.403,0.391,349.157,350.570,7.310,358.789,359.707,272.735,349.835,343.719,359.241,1.667,3.816,90.559,3.558,346.925,2.975,3.558,346.925,2.975,5.593,0.004,355.476,349.958,6.040,89.862,357.464,353.145,2.310,2.001,9.645,263.634,349.241,15.620,359.359,353.642,21.835,358.358,349.010,350.528,359.738,5.792,340.533,5.337,338.340,7.281,350.991,358.159,11.936,8.396
242.498,93.368,-85.691,287.590,353.846,355.691,351.802,8.958,0.566,351.802,8.958,0.566,348.954,350.738,7.054,0.084,359.810,271.545,350.023,344.004,359.623,1.767,3.816,89.910,3.663,347.299,2.788,3.663,347.299,2.788,5.480,0.114,355.950,349.187,6.394,89.940,357.322,352.245,2.498,1.954,9.754,264.276,349.805,15.281,0.638,355.661,26.179,359.082,345.248,357.630,354.506,5.671,342.543,6.527,337.480,8.007,350.937,358.443,10.955,8.026
234.642,92.058,-85.789,286.888,354.057,354.905,351.779,8.580,0.974,351.779,8.580,0.974,348.776,351.708,7.165,1.903,359.609,269.640,349.969,343.546,359.299,1.778,3.686,89.984,4.090,347.534,2.441,4.090,347.534,2.441,5.504,359.773,356.473,349.475,6.067,90.214,357.094,352.039,1.900,1.555,9.965,265.255,351.357,11.328,4.085,2.626,37.890,1.650,335.954,3.828,347.492,6.263,343.940,7.923,338.862,9.832,351.954,357.218,9.285,6.027
230.929,92.660,-86.264,286.771,354.170,354.744,351.713,8.475,1.019,351.713,8.475,1.019,347.953,352.090,7.833,2.826,359.800,267.918,350.067,343.258,359.097,0.988,4.099,89.935,4.219,347.540,2.400,4.219,347.540,2.400,5.420,358.987,356.770,350.328,5.942,90.393,357.838,351.769,1.921,1.364,10.536,266.054,352.498,7.563,6.275,4.342,46.760,2.917,332.129,8.655,342.545,5.812,346.597,8.352,340.001,10.365,353.238,357.602,7.387,4.200
228.130,93.707,-87.642,287.359,354.149,354.372,351.585,8.868,1.124,351.585,8.868,1.124,347.207,350.971,8.378,2.190,0.053,267.568,351.333,342.925,358.843,359.796,4.482,88.313,4.105,347.169,2.452,4.105,347.169,2.452,5.417,358.029,356.906,352.001,4.726,90.660,357.920,351.022,2.039,1.239,10.382,266.263,353.423,1.522,8.501,359.092,57.076,359.126,335.496,17.798,340.352,5.957,348.316,8.915,338.064,10.595,353.459,359.061,5.670,3.223
231.204,94.591,-92.134,288.081,353.476,353.945,351.659,9.640,1.370,351.659,9.640,1.370,347.020,349.824,8.265,0.723,0.058,267.165,352.715,343.899,359.011,359.133,7.402,87.019,3.880,346.895,2.355,3.880,346.895,2.355,5.668,357.864,356.320,354.380,2.291,91.179,358.771,351.785,1.919,1.935,9.498,265.650,353.467,355.528,9.889,1.579,65.870,1.892,344.585,14.553,346.013,6.820,351.138,9.837,337.721,11.075,354.034,358.522,3.171,1.726
228.389,95.608,-91.861,288.379,353.571,354.461,352.230,9.548,1.179,352.230,9.548,1.179,346.543,349.845,8.199,0.482,0.309,266.924,353.048,345.335,358.960,359.011,10.000,89.261,3.292,347.140,2.235,3.292,347.140,2.235,5.448,358.086,355.857,357.606,359.602,91.963,358.162,350.242,1.574,2.270,9.236,264.927,352.332,349.366,9.320,9.553,71.018,9.004,351.927,10.323,350.557,7.660,353.657,9.885,337.370,9.537,354.557,358.387,2.039,0.986
225.892,96.101,-91.286,288.233,354.159,355.546,352.823,8.874,0.926,352.823,8.874,0.926,346.486,350.481,7.593,1.619,0.615,266.544,354.066,347.009,359.083,358.255,11.437,93.417,2.832,347.761,1.900,2.832,347.761,1.900,5.295,358.402,355.277,0.128,357.906,92.298,358.142,351.148,0.805,3.106,8.717,264.410,351.481,344.872,7.954,20.455,69.950,18.398,353.807,7.673,353.056,7.473,355.742,8.945,337.902,8.497,355.564,358.788,0.736,0.340
221.584,96.872,-90.036,285.132,354.368,357.882,355.194,7.958,0.488,355.193,7.958,0.488,347.178,351.281,5.562,4.090,1.713,266.267,355.142,349.231,359.667,357.877,10.547,96.631,2.181,348.896,1.066,2.181,348.896,1.066,5.482,358.488,353.759,4.523,356.149,91.963,359.339,350.300,0.583,2.712,8.812,264.783,353.302,339.788,4.747,26.092,66.107,22.317,356.136,358.852,355.088,8.907,359.674,7.114,339.923,6.005,356.925,359.173,359.753,359.877
219.141,97.266,-89.334,282.182,354.647,359.460,357.139,7.462,0.196,357.139,7.462,0.196,347.519,351.903,4.146,5.783,2.615,266.704,356.517,347.136,359.634,357.239,11.097,97.813,1.847,349.334,0.561,1.847,349.334,0.561,5.640,358.213,352.770,6.127,355.405,91.540,0.837,349.620,1.063,2.543,11.108,265.517,355.026,337.352,2.848,21.567,58.043,16.022,357.591,359.660,355.399,11.038,1.491,5.779,340.154,5.082,357.584,359.681,359.135,359.677
216.724,97.502,-88.559,280.185,354.858,0.459,358.576,7.276,0.189,358.576,7.276,0.189,347.829,352.886,2.461,8.157,3.567,267.861,356.660,347.139,359.383,358.406,8.215,98.777,1.725,349.366,0.002,1.725,349.366,0.002,5.824,357.523,351.743,7.279,354.530,91.074,3.153,351.103,0.773,1.457,9.329,266.636,354.010,335.162,1.840,20.564,50.919,12.539,358.933,359.288,355.766,11.878,3.118,4.694,339.738,4.716,358.075,1.387,358.553,359.967
